fup,S_0_mean,S_1_mean,MRD_hat,CIlow_emp,CIhigh_emp,BS_PE,CIlow_pct,CIhigh_pct
0,0.9782517891002208,0.9885702629121238,0.010318473811902984,-0.018867611033961736,0.021956700504626503,0.012758755468015867,-0.001319752880820535,0.039504558657767704
1,0.9596383484869037,0.9784210316739624,0.01878268318705878,-0.025751012234109527,0.040239352093226155,0.022270178469311928,-0.002673985719108596,0.06331637860822709
2,0.9432162828844904,0.9691850185731016,0.025968735688611133,-0.03041013253819655,0.05620167086060324,0.029994529578947306,-0.0042641994833809704,0.08234760391541882
3,0.9283248873635036,0.960582375598461,0.03225748823495744,-0.03401976619221472,0.07031052189935388,0.03657566079798992,-0.005795545429438997,0.09853474266212961
4,0.914477025144053,0.9523896221517071,0.037912597007654036,-0.03803363219812264,0.08298689591847441,0.042352470497782256,-0.00716170190316634,0.11385882621343071
5,0.9012940058237258,0.9444187334805486,0.04312472765682285,-0.03958278834367951,0.09480305273180817,0.04754017798571821,-0.008553597418162473,0.1258322436573252
6,0.8884644246694592,0.9365021910128141,0.04803776634335488,-0.04102179667594458,0.1060690120315092,0.05230716088853429,-0.009993479344799439,0.13709732936265434
7,0.875716546464224,0.9284814952516062,0.05276494878738214,-0.03970077866365698,0.11704856730603813,0.0568116311928289,-0.011518669731273856,0.14523067623842126
8,0.8627985411694468,0.9201975676800419,0.05739902651059514,-0.03962227382807981,0.1279919849004295,0.06122182798080541,-0.013193931879239229,0.1544203268492701
9,0.8494633395607373,0.9114819920807012,0.06201865251996397,-0.03995011041094659,0.13849270169687916,0.06572581909090225,-0.014455396656951225,0.16398741545087453
