fup,S_0_mean,S_1_mean,MRD_hat,CIlow_emp,CIhigh_emp,BS_PE,CIlow_pct,CIhigh_pct
0,0.9863223556537376,0.9939106020940026,0.007588246440265012,-0.009934343219087018,0.015413596185803069,0.008960461858283992,-0.00023710330527304535,0.02511083609961704
1,0.9723462909486882,0.9875350189664334,0.015188728017745179,-0.01329210970003461,0.031021161270187503,0.017249646812922598,-0.000643705234697145,0.04366956573552497
2,0.9580002584928827,0.9808314383099661,0.02283117981708338,-0.014797574780343423,0.04697665178311433,0.02522953959864639,-0.0013142921489475712,0.06045993441451018
3,0.943209580908808,0.9737539169721098,0.030544336063301758,-0.0161292879608817,0.06334894663833057,0.033020229275723706,-0.002260274511727056,0.07721796008748522
4,0.9278956965655648,0.9662517780909992,0.03835608152543435,-0.017134212666658294,0.08019433726422903,0.04064924699642727,-0.003482174213360334,0.09384637571752699
5,0.911975485873009,0.9582689561004916,0.046293470227482536,-0.016512424685386717,0.09746390489928641,0.048137034213463346,-0.004876964444321341,0.10909936514035179
6,0.8953607157239815,0.9497432876231148,0.054382571899133314,-0.011369730575363057,0.114844581838634,0.05554660967167258,-0.006079438040367369,0.12013487437362969
7,0.8779576591853606,0.9406057489370329,0.06264808975167224,-0.010097604293801521,0.13232508204168847,0.06300974397997941,-0.007028902538343984,0.135393783797146
8,0.8596669703596056,0.9307796450045253,0.07111267464491966,-0.0037301463096262866,0.1496606665167975,0.07073986060634509,-0.007435317226958171,0.1459554955994656
9,0.8403839196136073,0.920179761938664,0.07979584232505676,-0.0015009069640202766,0.1673064959799182,0.07903094791909761,-0.007714811329804672,0.1610925916141338
