fup,S_0_mean,S_1_mean,MRD_hat,CIlow_emp,CIhigh_emp,BS_PE,CIlow_pct,CIhigh_pct
0,0.9834511055673646,0.9867391035894543,0.0032879980220896776,-0.00929204126829107,0.015526928106144922,0.0025651666821959,-0.008950932061965566,0.015868037312470426
1,0.9715885789638011,0.9771672861858768,0.005578707222075652,-0.01500644009512346,0.025109863291701562,0.0045408155483450145,-0.013952448847550258,0.026163854539274764
2,0.9620324699475854,0.9694153490890948,0.007382879141509369,-0.020213660258917604,0.031859968369128966,0.006229324982580625,-0.01709421008611023,0.03497941854193634
3,0.9534194529710351,0.9623963912136653,0.008976938242630128,-0.023798815393431802,0.03744262196197867,0.007788206963664706,-0.019488745476718417,0.04175269187869206
4,0.9447605790639695,0.955309062779972,0.010548483716002477,-0.028340761981329732,0.04322146870704402,0.009321412769597205,-0.022124501275039066,0.049437729413334686
5,0.9350788124379721,0.9473476164235439,0.012268803985571841,-0.03402363398704848,0.05038210277812494,0.010915821211693348,-0.025844494806981255,0.058561241958192164
6,0.9230813141382472,0.9374285541058825,0.014347239967635317,-0.04016648098696009,0.05775895623112448,0.01266224933189597,-0.029064476295853847,0.06886096092223072
7,0.9066928462919572,0.9237866724568006,0.01709382616484334,-0.046419018371044174,0.0680823271880322,0.014664888437637158,-0.03389467485834552,0.08060667070073085
8,0.8822359854694345,0.9032399282603586,0.0210039427909241,-0.05091688758602453,0.08376886070264394,0.01701166221269271,-0.04176097512079574,0.09292477316787273
9,0.8429840977376926,0.8698216275512964,0.026837529813603878,-0.05656301280121134,0.11380330838469421,0.019615386040750228,-0.06012824875748646,0.1102380724284191
